,blk_kick,blk_kick_ret_yd,cmp_pct,def_pass_def,def_snp,def_td,ff,fg_blkd,fga,fgm,fgm_lng,fgm_pct,fum,fum_lost,fum_rec,fum_ret_yd,gms_active,gp,gs,int,int_ret_yd,kr,kr_lng,kr_td,kr_yd,kr_ypa,off_snp,pass_2pt,pass_att,pass_cmp,pass_int,pass_lng,pass_rtg,pass_sack,pass_sack_yds,pass_td,pass_yd,pass_ypa,pass_ypc,pr,pr_lng,pr_td,pr_yd,pr_ypa,pts_allow,pts_ppr,pts_std,punt_avg,punt_blkd,punt_in_20,punt_net_avg,punt_net_yd,punt_tb,punt_yds,punts,qb_hit,rec,rec_2pt,rec_lng,rec_pct,rec_td,rec_tgt,rec_yd,rec_ypr,rec_ypt,rush_2pt,rush_att,rush_lng,rush_td,rush_yd,rush_ypa,sack,sack_yd,safe,safe_allow,st_ff,st_fum_rec,st_snp,st_td,st_tkl_solo,tkl,tkl_ast,tkl_loss,tkl_solo,tm_def_snp,tm_off_snp,tm_st_snp,xp_blkd,xpa,xpm,year
635,,,,,,,,,,,,,,,,,16.0,16.0,16.0,,,,,,,,980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,,,,,,,1045.0,1005.0,377.0,,,,2012
3908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
212,,,,,,,1.0,,,,,,,,,,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,141.0,,2.0,2.0,,,,1118.0,1036.0,418.0,,,,2012
3828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
5826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
1522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
1417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
2860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
6238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
370,,,,,,,,,,,,,1.0,,,,16.0,16.0,14.0,,,,,,,,789.0,,,,,,,,,,,,,,,,,,,144.6,98.6,,,,,,,,,,46.0,,71.0,51.1,4.0,90.0,746.0,16.2,8.3,,,,,,,,,,,,,2.0,,,,,,,1127.0,996.0,386.0,,,,2012
4095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,64.0,22.0,,,,2012
5471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
4135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
4638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
5020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
1575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
3950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
2880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
5502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
5730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
2850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
1724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
332,,,,6.0,1022.0,,4.0,,,,,,,,2.0,,16.0,16.0,16.0,5.0,81.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,109.5,109.5,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,123.0,,,76.0,23.0,5.0,53.0,1087.0,1011.0,387.0,,,,2012
6353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
5273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
4823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
149,,,,2.0,20.0,1.0,,,,,,,1.0,,2.0,1.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,189.0,,8.0,11.0,,1.0,2.0,725.0,711.0,265.0,,,,2012
4731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
1311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.0,252.0,87.0,,,,2012
5980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
5161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
5107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
480,,,,2.0,651.0,,1.0,,,,,,,,,,13.0,13.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,110.4,110.4,,,,,,,,,8.0,,,,,,,,,,,,,,,,4.5,29.0,,,1.0,,43.0,,3.0,92.0,23.0,8.0,66.0,1136.0,1091.0,415.0,,,,2012
2399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
4342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
5233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
5187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
6363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
3639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
5798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
1171,,,,,68.0,,,,,,,,,,,,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.0,,4.0,11.0,2.0,,5.0,757.0,717.0,243.0,,,,2012
5762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
5748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
1729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
758,,,,,,,,1.0,38.0,31.0,51.0,81.6,,,,,16.0,16.0,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,138.0,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.0,,2.0,2.0,,,,1053.0,1127.0,363.0,,45.0,45.0,2012
3680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
6318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
6321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
5268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
5795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
4433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
1281,,,,,,,,,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,303.0,244.0,107.0,,,,2012
4787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
6235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
1001,,,,,,,,,,,,,,,,,16.0,16.0,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0,,,1.0,,,,1053.0,1127.0,363.0,,,,2012
1257,,,,,,,,,,,,,,,,,16.0,16.0,16.0,,,,,,,,1032.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,,,,1118.0,1036.0,418.0,,,,2012
5881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
4285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
6588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
4526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
6554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
2079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
1338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
2074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
6460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
834,,,,1.0,158.0,,,,,,,,,,,,7.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,,1.0,18.0,4.0,,13.0,637.0,678.0,201.0,,,,2012
4234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
176,,,,,,,,,,,,,,,1.0,,16.0,16.0,5.0,,,,,,,,138.0,,,,,,,,,,,,,,,,,,,19.8,13.8,,,,,,,,,,6.0,,24.0,100.0,1.0,6.0,78.0,13.0,13.0,,,,,,,,,,,,1.0,233.0,,5.0,6.0,,,,1051.0,1030.0,315.0,,,,2012
4581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
6170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
5607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
6662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
3658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
2247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
725,,,,,,,,,,,,,,,,,16.0,16.0,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,,1.0,1.0,,,,990.0,1016.0,352.0,,,,2012
6604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
5905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
4141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
3550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
2152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
4615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
407,,,,,,,,,,,,,,,,,16.0,16.0,15.0,,,,,,,,953.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,43.0,,,,,,,1043.0,1020.0,356.0,,,,2012
6483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
980,,,62.4,,,,,,,,,,9.0,2.0,,-22.0,16.0,13.0,7.0,,,,,,,,526.0,,218.0,136.0,3.0,57.0,98.3,16.0,112.0,10.0,1814.0,8.3,13.3,,,,,,,174.06,174.06,,,,,,,,,,,,,,,,,,,,63.0,50.0,5.0,415.0,6.6,,,,1.0,,,,,,,,,,1045.0,1005.0,377.0,,,,2012
4004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
12,,,,,,,,,,,,,,,,,5.0,5.0,5.0,,,,,,,,286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.0,290.0,95.0,,,,2012
3182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
309,,,,6.0,302.0,1.0,,,,,,,,,,,6.0,6.0,4.0,1.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,35.5,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,21.0,5.0,2.0,16.0,1070.0,1143.0,383.0,,,,2012
815,,,,,5.0,,,,,,,,1.0,,,,16.0,16.0,,,,1.0,8.0,,8.0,8.0,,,,,,,,,,,,,,,,,,,,3.3,2.3,,,,,,,,,,1.0,,23.0,100.0,,1.0,23.0,23.0,23.0,,,,,,,,,,,,1.0,336.0,,8.0,10.0,,,,1067.0,1074.0,399.0,,,,2012
5112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
5416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
4125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
5033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
42,,,,1.0,594.0,,1.0,,,,,,,,,,16.0,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,62.7,62.7,,,,,,,,,6.0,,,,,,,,,,,,,,,,4.0,22.0,,,,,38.0,,,48.0,19.0,4.0,29.0,1161.0,1031.0,389.0,,,,2012
2720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
3207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
194,,,,,,,,,,,,,1.0,1.0,,,16.0,16.0,15.0,,,,,,,,1079.0,,,,,,,,,,,,,,,,,,,269.0,163.0,,,,,,,,,,106.0,,33.0,54.4,5.0,195.0,1355.0,12.8,6.9,,1.0,,,-5.0,-5.0,,,,,,,,,,,,,,1055.0,1169.0,381.0,,,,2012
2338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
36,,,62.4,,,,,,,,,,3.0,1.0,,-4.0,16.0,8.0,5.0,,,,,,,,395.0,1.0,221.0,138.0,5.0,37.0,81.02,14.0,103.0,7.0,1367.0,6.2,9.9,,,,,,,76.48,76.48,,,,,,,,,,,,,,,,,,,,13.0,16.0,,38.0,2.9,,,,,,,,,,,,,,1127.0,996.0,386.0,,,,2012
775,,,,,,,,1.0,27.0,24.0,52.0,88.9,,,,,16.0,16.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,118.0,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.0,,2.0,3.0,,,,990.0,1016.0,352.0,2.0,46.0,46.0,2012
5265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
16,,,,,,,,,,,,,1.0,,,,16.0,16.0,16.0,,,,,,,,811.0,,,,,,,,,,,,,,,,,,,283.1,222.1,,,,,,,,,,61.0,,43.0,73.5,1.0,83.0,478.0,7.8,5.8,,257.0,46.0,9.0,1143.0,4.4,,,,,,,,,,,,,,1136.0,1091.0,415.0,,,,2012
5965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
800,,,,7.0,547.0,,,,,,,,,,,,11.0,11.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,32.0,8.0,,24.0,1087.0,1011.0,387.0,,,,2012
3275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
963,,,,,,,,,,,,,,,,,16.0,16.0,11.0,,,,,,,,539.0,,,,,,,,,,,,,,,,,,,38.5,22.5,,,,,,,,,,16.0,,33.0,57.1,1.0,28.0,165.0,10.3,5.9,,,,,,,,,,,,,81.0,,1.0,1.0,,,,1074.0,1049.0,403.0,,,,2012
497,,,,,,,,,,,,,,,,,16.0,16.0,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,47.6,2.0,30.0,40.5,3284.0,5.0,3855.0,81.0,,,,,,,,,,,,,,,,,,,,,,,142.0,,1.0,1.0,,,,1127.0,996.0,386.0,,,,2012
6313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
4960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
4286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
2478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
4,,,,,,,,,,,,,1.0,,,,16.0,16.0,15.0,,,,,,,,988.0,,,,,,,,,,,,,,,,,,,269.1,177.1,,,,,,,,,,92.0,,59.0,64.3,7.0,143.0,1351.0,14.7,9.4,,,,,,,,,,,,,2.0,,,,,,,1022.0,1060.0,331.0,,,,2012
6247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
5740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
6316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
2735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
4368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
5378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
5850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
2196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
2464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
5026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012
