,blk_kick,blk_kick_ret_yd,cmp_pct,def_pass_def,def_snp,def_td,ff,fg_blkd,fga,fgm,fgm_0_19,fgm_20_29,fgm_30_39,fgm_40_49,fgm_50p,fgm_lng,fgm_pct,fum,fum_lost,fum_rec,fum_ret_yd,gms_active,gp,gs,int,int_ret_yd,kr,kr_lng,kr_td,kr_yd,kr_ypa,off_snp,pass_2pt,pass_att,pass_cmp,pass_int,pass_lng,pass_rtg,pass_sack,pass_sack_yds,pass_td,pass_yd,pass_ypa,pass_ypc,pr,pr_lng,pr_td,pr_yd,pr_ypa,pts_allow,pts_ppr,pts_std,punt_avg,punt_blkd,punt_in_20,punt_net_avg,punt_net_yd,punt_tb,punt_yds,punts,qb_hit,rec,rec_2pt,rec_lng,rec_pct,rec_td,rec_tgt,rec_yd,rec_ypr,rec_ypt,rush_2pt,rush_att,rush_lng,rush_td,rush_yd,rush_ypa,sack,sack_yd,safe,safe_allow,st_ff,st_fum_rec,st_snp,st_td,st_tkl_solo,tkl,tkl_ast,tkl_loss,tkl_solo,tm_def_snp,tm_off_snp,tm_st_snp,xp_blkd,xpa,xpm,year
2370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
175,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,16.0,,,1.0,,,,,959.0,,,,,,,,,,,,,,,,,,,327.9,229.9,,,,,,,,,,98.0,,80.0,64.9,13.0,151.0,1519.0,15.5,10.1,,,,,,,,,,,,,4.0,,1.0,1.0,,,,1093.0,1050.0,355.0,,,,2014
1666,,,,,115.0,,,,,,,,,,,,,,,1.0,,16.0,16.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,352.0,,6.0,23.0,4.0,1.0,9.0,1121.0,1037.0,406.0,,,,2014
5671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
4036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
2156,,,,,16.0,,,,,,,,,,,,,,,1.0,,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,243.0,,2.0,6.0,,,2.0,1082.0,1024.0,309.0,,,,2014
6618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
6271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
408,,,,2.0,346.0,,1.0,,,,,,,,,,,,,,,11.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,31.3,31.3,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.5,3.0,,,,,43.0,,,33.0,20.0,1.0,13.0,1074.0,1076.0,372.0,,,,2014
1768,,,,,15.0,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,198.0,236.0,77.0,,,,2014
311,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,46.3,1.0,21.0,38.8,2248.0,3.0,2688.0,58.0,,,,,,,,,,,,,,,,,,,,,,,131.0,,1.0,1.0,,,,1049.0,1095.0,421.0,,,,2014
2313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
2560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
61,,,,9.0,704.0,1.0,1.0,,,,,,,,,,,,,1.0,50.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,60.5,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,44.0,11.0,1.0,33.0,1049.0,1095.0,421.0,,,,2014
2392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
2711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
2454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
753,,,,,36.0,,,,,,,,,,,,,,,,,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.0,,5.0,11.0,2.0,,2.0,999.0,992.0,361.0,,,,2014
6311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
3212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
837,,,,18.0,1130.0,,,,,,,,,,,,,,,,,16.0,16.0,16.0,4.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,90.5,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.0,,,67.0,11.0,,55.0,1164.0,1051.0,391.0,,,,2014
5163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
695,,,100.0,,1.0,,,,,,,,,,,,,2.0,,,,16.0,16.0,,,,22.0,43.0,,417.0,19.0,151.0,,1.0,1.0,,10.0,108.33,,,,10.0,10.0,10.0,26.0,71.0,1.0,277.0,10.7,,34.0,20.0,,,,,,,,,,14.0,,27.0,53.8,,26.0,190.0,13.6,7.3,,3.0,4.0,,6.0,2.0,,,,,,1.0,155.0,1.0,1.0,1.0,,,,1057.0,1059.0,344.0,,,,2014
1285,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,61.0,62.0,15.0,,,,2014
5609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
4179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
6349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
304,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,7.0,,,,,,,,435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,447.0,457.0,171.0,,,,2014
5804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
4631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
3655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
4606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
6627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
1856,,,,,10.0,,,,,,,,,,,,,,,,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,,2.0,6.0,1.0,1.0,2.0,875.0,854.0,318.0,,,,2014
58,,,,,,,,,,,,,,,,,,1.0,,,-4.0,16.0,16.0,16.0,,,,,,,,1067.0,,,,,,,,,,,,,,,,,,,220.8,136.8,,,,,,,,,,84.0,,38.0,68.3,6.0,123.0,1008.0,12.0,8.2,,,,,,,,,,,,,2.0,,,,,,,1028.0,1104.0,391.0,,,,2014
590,,,,1.0,271.0,,,,,,,,,,,,,,,,,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8,18.8,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,3.0,,,,,96.0,,,16.0,5.0,1.0,11.0,1082.0,1024.0,309.0,,,,2014
754,,,,,288.0,,,,,,,,,,,,,,,,,16.0,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2,26.2,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,7.0,,,,,57.0,,,26.0,13.0,3.0,13.0,1141.0,966.0,364.0,,,,2014
4735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
4761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
923,,,,3.0,463.0,,,,,,,,,,,,,,,,,12.0,12.0,11.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,47.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,2.0,43.0,10.0,,30.0,1041.0,1058.0,327.0,,,,2014
830,,,,,,,,,,,,,,,,,,3.0,2.0,,,13.0,13.0,13.0,,,,,,,,648.0,,,,,,,,,,,,,,,,,,,205.3,136.3,,,,,,,,,,69.0,,81.0,59.5,6.0,116.0,1041.0,15.1,9.0,,2.0,5.0,,2.0,1.0,,,,,,,,,,,,,,1122.0,1062.0,378.0,,,,2014
6581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
1015,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,2.0,,,,,,,,246.0,,,,,,,,,,,,,,,,,,,16.8,11.8,,,,,,,,,,5.0,,24.0,83.3,1.0,6.0,39.0,7.8,6.5,,8.0,3.0,,19.0,2.4,,,,,,,203.0,,5.0,5.0,,,,1045.0,1093.0,340.0,,,,2014
2075,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018.0,1059.0,332.0,,,,2014
1985,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,1.8,0.8,,,,,,,,,,1.0,,8.0,100.0,,1.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,74.0,60.0,28.0,,,,2014
4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
1440,,,,2.0,747.0,,1.0,,,,,,,,,,,,,1.0,1.0,15.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,80.5,80.5,,,,,,,,,8.0,,,,,,,,,,,,,,,,4.0,20.0,,,,,72.0,,,50.0,13.0,11.0,37.0,1046.0,1155.0,409.0,,,,2014
5478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
1754,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,2.0,,,1.0,,,,,297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,1070.0,1140.0,384.0,,,,2014
936,,,,,,,,,,,,,,,,,,1.0,1.0,,,15.0,15.0,9.0,,,4.0,16.0,,47.0,11.8,525.0,,,,,,,,,,,,,,,,,,,194.2,150.2,,,,,,,,,,44.0,,41.0,69.8,1.0,63.0,312.0,7.1,5.0,2.0,164.0,19.0,9.0,570.0,3.5,,,,,,,84.0,,,,,,,1082.0,1024.0,309.0,,,,2014
2806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
6089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
4599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
6188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
562,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,16.0,,,,,,,,1118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1054.0,1128.0,402.0,,,,2014
5674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
6098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
3852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
986,,,,,417.0,,,,,,,,,,,,,,,,,7.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,29.1,29.1,,,,,,,,,7.0,,,,,,,,,,,,,,,,2.0,16.0,,,,,27.0,,,15.0,5.0,4.0,10.0,472.0,440.0,151.0,,,,2014
5960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
2686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
1339,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,9.0,16.0,16.0,5.0,,,,,,,,588.0,,,,,,,,,,,,,,,,,,,144.2,86.2,,,,,,,,,,58.0,,35.0,65.2,3.0,89.0,702.0,12.1,7.9,,,,,,,,,,,,,210.0,,,,,,,1162.0,1176.0,454.0,,,,2014
1993,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121.0,1037.0,406.0,,,,2014
2405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
954,,,58.5,,,,,,,,,,,,,,,9.0,5.0,,-10.0,14.0,14.0,14.0,,,,,,,,927.0,1.0,448.0,262.0,12.0,51.0,82.13,38.0,300.0,18.0,3127.0,7.0,11.9,,,,,,,248.98,248.98,,,,,,,,,,,,,,,,,,,,103.0,22.0,5.0,539.0,5.2,,,,,,,,,,,,,,1028.0,1104.0,391.0,,,,2014
1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
3268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
4216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
3315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
1094,,,,,348.0,,,,,,,,,,,,,,,,,12.0,12.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,11.0,11.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,80.0,,,13.0,6.0,,7.0,1141.0,966.0,364.0,,,,2014
6602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
940,,,,,1.0,,,,,,,,,,,,,,,,,16.0,16.0,13.0,,,,,,,,714.0,,,,,,,,,,,,,,,,,,,140.3,93.3,,,,,,,,,,47.0,,77.0,47.5,4.0,99.0,693.0,14.7,7.0,,,,,,,,,,,,,106.0,,1.0,2.0,,,,1116.0,1029.0,358.0,,,,2014
1813,,,,,,,,,,,,,,,,,,,,1.0,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,80.0,,1.0,1.0,,,,1078.0,1062.0,330.0,,,,2014
5687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
4126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
472,,,,8.0,615.0,,2.0,,,,,,,,,,,,,1.0,7.0,14.0,14.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5,62.5,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,9.0,,,46.0,5.0,1.0,41.0,1046.0,1155.0,409.0,,,,2014
1848,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,11.1,6.1,,,,,,,,,,5.0,,11.0,100.0,,5.0,23.0,4.6,4.6,,9.0,11.0,,38.0,4.2,,,,,,,,,,,,,,1084.0,1131.0,351.0,,,,2014
1109,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,79.0,23.0,,,,2014
5663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
6338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
6269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
4362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
1654,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,3.0,,,1.0,9.0,,9.0,9.0,141.0,,,,,,,,,,,,,,,,,,,13.5,8.5,,,,,,,,,,5.0,,38.0,71.4,,7.0,85.0,17.0,12.1,,,,,,,,,,,,,326.0,,9.0,14.0,,,,1016.0,1088.0,355.0,,,,2014
5655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
6703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
6091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
3041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
118,,,,,,,,,22.0,19.0,,2.0,5.0,9.0,3.0,57.0,86.4,,,,,16.0,16.0,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,91.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0,,1.0,2.0,,,1.0,1116.0,1029.0,358.0,,28.0,28.0,2014
3234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
1092,,,,,498.0,,,,,,,,,,,,,,,1.0,,16.0,16.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,51.2,51.2,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,7.0,,,,,244.0,,3.0,53.0,19.0,3.0,31.0,990.0,1113.0,314.0,,,,2014
2585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
4666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
1900,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,16.0,,,,,,,,1051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,1.0,1.0,,,,1164.0,1051.0,391.0,,,,2014
362,,,,,,,,,,,,,,,,,,,,,,14.0,14.0,2.0,,,1.0,,,,,177.0,,,,,,,,,,,,,,,,,,,1.4,0.4,,,,,,,,,,1.0,,4.0,100.0,,1.0,4.0,4.0,4.0,,,,,,,,,,,,,41.0,,,,,,,1045.0,1068.0,379.0,,,,2014
1352,,,,,,,,,,,,,,,,,,1.0,1.0,,,16.0,16.0,15.0,,,,,,,,899.0,,,,,,,,,,,,,1.0,11.0,,11.0,11.0,,164.9,99.9,,,,,,,,,,65.0,1.0,37.0,62.5,5.0,104.0,699.0,10.8,6.7,,,,,,,,,,,,,89.0,,2.0,3.0,,,,1078.0,1062.0,330.0,,,,2014
