,,blk_kick,blk_kick_ret_td,blk_kick_ret_yd,bonus_pass_yd_300,bonus_pass_yd_400,bonus_rec_rb,bonus_rec_te,bonus_rec_wr,bonus_rec_yd_100,bonus_rec_yd_200,bonus_rush_yd_100,bonus_rush_yd_200,cmp_pct,def_2pt,def_kr,def_kr_lng,def_kr_td,def_kr_yd,def_pass_def,def_pr,def_pr_lng,def_pr_td,def_pr_yd,def_snp,def_st_td,def_td,down_3_att,down_3_conv,down_3_pct,down_4_att,down_4_conv,down_4_pct,dropback,fan_pts_allow,fan_pts_allow_k,fan_pts_allow_qb,fan_pts_allow_rb,fan_pts_allow_te,fan_pts_allow_wr,fd,ff,fg_blkd,fga,fgm,fgm_0_19,fgm_20_29,fgm_30_39,fgm_40_49,fgm_50p,fgm_lng,fgm_pct,fgmiss,fgmiss_20_29,fgmiss_30_39,fgmiss_40_49,fgmiss_50p,fum,fum_lost,fum_rec,fum_ret_yd,giveaway,gms_active,gp,gs,humidity,idp_blk_kick,idp_def_td,idp_ff,idp_fum_rec,idp_int,idp_pass_def,idp_sack,idp_safe,idp_tkl,idp_tkl_ast,idp_tkl_solo,int,int_ret_yd,kr,kr_lng,kr_td,kr_yd,kr_ypa,off_play,off_snp,off_yd,off_yd_per_play,opp_fd,opp_off_play,opp_off_yd,opp_off_yd_per_play,opp_pass_fd,opp_rush_fd,opp_score,opp_score_ot,opp_score_q1,opp_score_q2,opp_score_q3,opp_score_q4,over_under,pass_2pt,pass_att,pass_cmp,pass_cmp_40p,pass_fd,pass_inc,pass_int,pass_lng,pass_rtg,pass_sack,pass_sack_yds,pass_td,pass_yd,pass_ypa,pass_ypc,penalty,penalty_yd,point_spread,pr,pr_lng,pr_td,pr_yd,pr_ypa,pts_allow,pts_allow_0,pts_allow_14_20,pts_allow_1_6,pts_allow_21_27,pts_allow_28_34,pts_allow_35p,pts_allow_7_13,pts_half_ppr,pts_ppr,pts_std,punt_avg,punt_in_20,punt_lng,punt_net_avg,punt_net_yd,punt_tb,punt_yds,punts,qb_hit,rec,rec_2pt,rec_40p,rec_fd,rec_lng,rec_pct,rec_td,rec_tgt,rec_yd,rec_ypr,rec_ypt,rush_2pt,rush_40p,rush_att,rush_fd,rush_lng,rush_td,rush_yd,rush_ypa,rz_att,rz_conv,rz_pct,sack,sack_yd,safe,score,score_ot,score_q1,score_q2,score_q3,score_q4,st_snp,st_td,takeaway,td,temperature,tkl_ast,tkl_loss,tkl_solo,tm_def_snp,tm_off_snp,tm_st_snp,turnover_diff,wind_speed,xp_blkd,xpa,xpm,yds_allow,yds_allow_0_100,yds_allow_100_199,yds_allow_200_299,yds_allow_300_349,yds_allow_350_399,yds_allow_400_449,yds_allow_450_499,yds_allow_500_549,yds_allow_550p,year
909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.0,,,,779.0,704.0,263.0,,71.0,,,,,,,,,,,,,,2017
4712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
4282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,981.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922.0,,,,1090.0,1024.0,400.0,,109.0,,,,,,,,,,,,,,2017
3443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
3364,,,,,,,,,,,,,,,,,,,,,,,,,319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,1.0,790.0,,,,,,2.0,,,27.0,5.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.5,30.5,30.5,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,,,,807.0,,2.0,,1092.0,1086.0,395.0,,118.0,,,,,,,,,,,,,,2017
4861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
5076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
6631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
4522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.0,,,,182.0,202.0,79.0,,15.0,,,,,,,,,,,,,,2017
1196,,,,,,,,,,,,,,,,,,,,,,,,,228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,14.0,3.0,1009.0,,,,,,,,,26.0,8.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,,,,1052.0,,,,1065.0,1094.0,321.0,,142.0,,,,,,,,,,,,,,2017
6031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
1583,,,,,,,,,,,,,,,,,,,,,,,,,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,15.0,15.0,4.0,909.0,,,,,,3.0,,,18.0,1.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,20.5,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.0,,,,775.0,,,,1056.0,990.0,364.0,,168.0,,,,,,,,,,,,,,2017
533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,1.0,,848.0,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.0,,,,1099.0,1017.0,408.0,,133.0,,,,,,,,,,,,,,2017
2358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,7.0,592.0,,,,,,,,,,,,,,,,,,,,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,638.0,,,,799.0,629.0,260.0,,66.0,,,,,,,,,,,,,,2017
6526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
2316,,,,,,,,,,,,,,,,,,,,,,,,,918.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,16.0,697.0,,,,,2.0,11.0,1.0,,64.0,7.0,57.0,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.5,85.5,85.5,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,,,,704.0,,5.0,,994.0,1118.0,370.0,,134.0,,,,,,,,,,,,,,2017
1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
3260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.0,,,,727.0,794.0,247.0,,66.0,,,,,,,,,,,,,,2017
3248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,14.0,2.0,858.0,,,,,,,,,1.0,,1.0,,,,,,,,,297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,846.0,,,,1031.0,1131.0,358.0,,97.0,,,,,,,,,,,,,,2017
4244,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,11.0,8.0,,806.0,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4,1.1,-1.9,,,,,,,,,,3.0,,,,1.0,100.0,,3.0,,,,,,4.0,,4.0,,1.0,0.25,,,,,,,,,,,,,50.0,,,,667.0,,,,1053.0,1047.0,373.0,,150.0,,,,,,,,,,,,,,2017
5682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
3654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.0,,,,722.0,727.0,277.0,,96.0,,,,,,,,,,,,,,2017
4376,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,269.0,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,8.1,4.1,,,,,,,,,,4.0,,,2.0,24.0,53.3,,14.0,41.0,10.25,2.93,,,,,,,,,,,,,,,,,,,,,,,,,113.0,,,,332.0,336.0,116.0,,39.0,,,,,,,,,,,,,,2017
3605,,,,,,,,,,,,,,,,,,,,,,,,,928.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,15.0,912.0,,,1.0,1.0,2.0,7.0,,,96.0,38.0,58.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,102.0,102.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,,,,812.0,,3.0,,1077.0,1030.0,387.0,,114.0,,,,,,,,,,,,,,2017
3891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
5990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
4097,,,,,,,,,,,,,,,,,,,,,,,,,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,14.0,,848.0,,,,,,,,,16.0,3.0,13.0,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,17.5,17.5,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0,,,,829.0,,1.0,,1099.0,1017.0,408.0,,133.0,,,,,,,,,,,,,,2017
916,,,,,,,,,,,,,,,,,,,,,,,,,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,11.0,1.0,790.0,,,,,,,1.0,,9.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,14.0,14.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,811.0,,1.0,,1103.0,1033.0,382.0,,133.0,,,,,,,,,,,,,,2017
1572,,,,,,,,,,,,,,,,,,,,,,,,,926.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,15.0,15.0,898.0,,1.0,1.0,1.0,1.0,10.0,2.0,,95.0,32.0,63.0,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,117.0,117.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,,1.0,895.0,,4.0,,1053.0,1041.0,400.0,,89.0,,,,,,,,,,,,,,2017
4072,,,,,,,,,,,,,,,,,,,,,,,,,1092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,16.0,946.0,,1.0,1.0,2.0,4.0,18.0,,,69.0,16.0,53.0,,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.5,109.5,109.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,1.0,858.0,,3.5,,1106.0,1055.0,327.0,,90.0,,,,,,,,,,,,,,2017
6254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
5661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
4404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,3.0,,697.0,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,704.0,,,,994.0,1118.0,370.0,,134.0,,,,,,,,,,,,,,2017
4423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
2448,,,,,,,,,,,,,,,,,,,,,,,,,668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,7.0,909.0,,,,,2.0,7.0,1.0,,46.0,12.0,34.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.5,59.5,59.5,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,,,,927.0,,3.5,,1054.0,1040.0,384.0,,111.0,,,,,,,,,,,,,,2017
2688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,3.0,238.0,,,,,,,,,1.0,,1.0,,,,,,,,,167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,207.0,,,,311.0,321.0,106.0,,31.0,,,,,,,,,,,,,,2017
4089,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,16.0,16.0,2.0,898.0,,,,,,,,,2.0,,2.0,,,,,,,,,299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7,51.7,35.7,,,,,,,,,,16.0,,2.0,4.0,207.0,699.9,2.0,32.0,244.0,15.25,7.63,,,1.0,1.0,13.0,,13.0,13.0,,,,,,,,,,,,,41.0,,,2.0,895.0,,,,1053.0,1041.0,400.0,,89.0,,,,,,,,,,,,,,2017
1168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.0,,,,757.0,728.0,257.0,,64.0,,,,,,,,,,,,,,2017
ARI,,,,,,,,,,,,,,,,29.0,332.0,,592.0,73.0,41.0,135.0,,288.0,,,2.0,233.0,82.0,,16.0,7.0,,,1062.84,117.0,268.24,247.7,106.9,323.0,,17.0,,,,,,,,,,,,,,,,,,6.0,75.0,,,,,801.0,,,,,,,,,,,,15.0,258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.0,1.0,4.0,,3.0,5.0,,3.0,56.0,,112.0,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,37.0,255.0,,,,,,,,,,,,935.0,194.0,94.0,743.0,,,,,88.0,,,,4975.0,,,8.0,3.0,2.0,3.0,,,,2017
4574,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,2.0,,769.0,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,3.0,1.0,,,1.0,,2.0,95.83,,,,2.0,0.67,2.0,,,,,,,,,,,,,,,,,1.4,1.38,1.38,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,15.0,,13.0,6.5,,,,,,,,,,,,,,,,,802.0,,,,1034.0,1068.0,356.0,,114.0,,,,,,,,,,,,,,2017
5255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
4373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
3405,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,,618.0,,,,,,,,,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.0,,,,719.0,,,,860.0,891.0,302.0,,75.0,,,,,,,,,,,,,,2017
6068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
6279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
3253,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,14.0,,864.0,,,,,,,,,,,,,,,,,,,,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,13.9,6.9,,,,,,,,,,7.0,,,4.0,35.0,175.0,,14.0,69.0,9.86,4.93,,,,,,,,,,,,,,,,,,,,,85.0,,,,869.0,,,,987.0,969.0,362.0,,108.0,,,,,,,,,,,,,,2017
4001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
2634,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,580.0,,,,,,,,,,,,,,1.0,17.0,,17.0,17.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,5.0,4.0,,,,,,,,,,1.0,,,1.0,11.0,100.0,,1.0,11.0,11.0,11.0,,,8.0,1.0,14.0,,29.0,3.63,,,,,,,,,,,,,55.0,,,,622.0,,,,866.0,949.0,326.0,,110.0,,,,,,,,,,,,,,2017
111,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,16.0,855.0,,,,,,,,,,,,,,,,,,,,895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.8,87.8,63.8,,,,,,,,,,24.0,1.0,,13.0,210.0,783.4,5.0,48.0,318.0,13.25,6.63,,,,,,,,,,,,,,,,,,,,,80.0,,,5.0,946.0,,,,1037.0,1133.0,338.0,,111.0,,,,,,,,,,,,,,2017
1461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
6446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
